Height [mm],Pressure [Atm]
40.9,1.75164
40.9,1.74864
41,1.74864
41.1,1.74964
41.4,1.74964
41.4,1.74964
41.1,1.74964
41.3,1.74964
41.4,1.74864
41.3,1.74864
41.4,1.74864
41.7,1.74864
41.7,1.74764
41.6,1.74764
41.4,1.74764
41.3,1.74864
41.3,1.74864
41.3,1.74864
41.4,1.74864
41.7,1.74864
41.7,1.74764
41.9,1.74864
41.9,1.74864
41.6,1.74864
42,1.74764
41.9,1.74864
41.9,1.74664
41.9,1.74764
41.8,1.74764
41.9,1.74664
41.7,1.74664
41.9,1.74664
41.9,1.74764
42.1,1.74864
42.4,1.74864
42.5,1.74864
42.2,1.74764
41.9,1.74864
42.1,1.74864
42.4,1.74864
42.4,1.74964
42.5,1.74964
42,1.74864
41.8,1.74864
42,1.74764
42.1,1.74764
42.5,1.74864
42.5,1.74864
42.4,1.74864
42.3,1.74864
42.3,1.74864
42.4,1.74764
42.5,1.74864
42.6,1.74864
42.4,1.74864
42.3,1.74764
42.5,1.74764
42.4,1.74764
42.5,1.74764
42.5,1.74764
42.8,1.74764
42.4,1.74764
42.4,1.74764
42.6,1.74864
42.5,1.74864
42.7,1.74864
42.6,1.74864
42.5,1.74864
42.5,1.74964
42.5,1.74964
43.1,1.74964
43.2,1.74964
42.9,1.74964
42.7,1.74964
42.6,1.74964
43,1.74964
42.7,1.74964
43,1.74864
43.2,1.74864
42.9,1.74864
43,1.74864
43.2,1.74864
43,1.74764
43.2,1.74864
43.2,1.74764
43.1,1.74764
43.2,1.74764
42.9,1.74764
43.2,1.74864
43.5,1.74764
43.6,1.74864
43.7,1.74864
43.7,1.74864
43.3,1.74864
43.1,1.74864
43.5,1.74864
43.5,1.74864
43.6,1.74764
43.9,1.74864
43.3,1.74764
43.1,1.74764
43.5,1.74764
43.6,1.74764
43.6,1.74864
43.4,1.74864
43.6,1.74864
43.2,1.74764
43.5,1.74864
43.7,1.74864
43.1,1.74864
43.4,1.74864
43.7,1.74864
43.7,1.74864
43.5,1.74864
43.7,1.74864
43.7,1.74764
43.7,1.74864
43.5,1.74764
43.6,1.74864
43.6,1.74864
43.7,1.74864
43.6,1.74964
43.6,1.74864
43.5,1.74964
43.7,1.74964
43.5,1.74864
43.7,1.74964
43.7,1.74864
43.6,1.74964
43.6,1.74864
43.5,1.74864
43.6,1.74864
43.7,1.74764
43.8,1.74864
43.7,1.74864
43.6,1.74864
43.6,1.74864
43.3,1.74864
43.5,1.74964
43.6,1.74864
43.6,1.74964
43.6,1.74864
43.6,1.74964
43.6,1.75064
43.5,1.76964
43.3,1.81364
43.7,1.84464
43.5,1.85264
43.7,1.84664
43.8,1.84064
43.4,1.83464
43.6,1.82764
43.8,1.82464
44.1,1.82464
43.5,1.82464
43.7,1.82464
43.7,1.82464
43.5,1.82464
43.6,1.82364
44.2,1.82464
43.9,1.82364
43.8,1.82364
43.5,1.82464
44,1.82464
44,1.82364
44.3,1.82364
44.4,1.82364
44.7,1.82364
44.7,1.82364
44.7,1.82364
44.7,1.82464
44.9,1.82364
44.8,1.82364
45.2,1.82464
45.2,1.82464
44.9,1.82464
44.8,1.82564
45.4,1.82464
45.3,1.82464
45.4,1.82364
45.2,1.82464
45.2,1.82464
45.3,1.82364
45.3,1.82464
45.3,1.82364
45.3,1.82364
45.4,1.82364
45.3,1.82264
45.3,1.82364
45.4,1.82264
45.4,1.82264
45.3,1.82364
45.3,1.82264
45.4,1.82364
45.4,1.82464
45.4,1.82464
45.4,1.82464
45.8,1.82464
45.6,1.82364
45.6,1.82364
46,1.82364
46,1.82364
45.8,1.82464
45.9,1.82264
46,1.82364
45.9,1.82264
45.9,1.82364
45.8,1.82364
45.7,1.82464
45.4,1.82464
45.6,1.82464
45.7,1.82464
45.9,1.82364
45.7,1.82464
45.4,1.82464
45.5,1.82464
46,1.82564
45.5,1.82664
45.6,1.82564
45.9,1.82664
45.8,1.82564
46,1.82364
46,1.82364
45.9,1.82364
45.9,1.82264
45.9,1.82264
46.2,1.82364
45.8,1.82364
46,1.82464
46.2,1.82364
46.5,1.82364
46.5,1.82164
46.4,1.82264
46.4,1.82264
46.2,1.82364
45.9,1.82364
46.5,1.82464
46.5,1.82364
46.6,1.82364
46.5,1.82364
46.8,1.82364
46.1,1.82464
46.2,1.82464
46.4,1.82464
46.7,1.82364
46.2,1.82364
46.3,1.82464
46.8,1.82464
47.1,1.82364
46.7,1.82364
46.6,1.82364
46.4,1.82364
46.6,1.82364
46.5,1.82364
46.5,1.82364
46.5,1.82464
46.7,1.82464
46.8,1.82364
46.7,1.82364
46.6,1.82464
46.5,1.82364
46.9,1.82364
47.1,1.82364
47,1.82464
47,1.82364
47.1,1.82264
47,1.82364
47.1,1.82264
46.9,1.82464
47,1.82364
46.9,1.82364
46.8,1.82364
47,1.82364
47.1,1.82364
46.9,1.82464
47.2,1.82464
47.1,1.82464
47.4,1.82364
47.5,1.82464
47.7,1.82464
47.4,1.82564
47.2,1.82464
47.1,1.82464
47.1,1.82464
47.4,1.82464
47,1.82464
47.5,1.82464
47.6,1.82364
47.6,1.82364
47.3,1.82364
47.6,1.82364
47.6,1.82364
47.8,1.82364
47.7,1.82364
47.6,1.82364
47.4,1.83064
47.5,1.86864
47.6,1.90864
47.9,1.92664
47.8,1.92464
48.5,1.91664
48.5,1.90964
48.8,1.90464
48.6,1.90064
48.6,1.89864
48.3,1.89864
48.8,1.89964
48.6,1.89864
48.9,1.89864
48.8,1.89864
49.1,1.89964
48.8,1.89864
49.2,1.89864
49.2,1.89864
48.6,1.89864
48.7,1.89764
49.2,1.89764
49.5,1.89764
49.6,1.89864
49.6,1.89864
49.6,1.89764
49.6,1.89764
49.2,1.89864
49.8,1.89864
49.9,1.89864
49.7,1.89864
49.8,1.89864
49.6,1.89864
49.6,1.89764
49.9,1.89664
49.9,1.89664
50,1.89664
50,1.89664
49.9,1.89764
49.9,1.89664
49.8,1.89764
50.3,1.89864
50.4,1.89864
49.8,1.89764
50.1,1.89864
49.9,1.89864
50.2,1.89764
50.2,1.89764
50.1,1.89764
50.2,1.89664
50.5,1.89764
50.6,1.89864
50.4,1.89764
50.5,1.89864
50.5,1.89764
50.4,1.89864
50.9,1.89864
50.8,1.89964
50.9,1.90064
51.1,1.89864
51,1.89864
51.1,1.89864
50.7,1.89964
51.1,1.89864
51,1.89864
50.9,1.89764
50.8,1.89764
50.9,1.89864
51,1.89864
50.9,1.89764
51.1,1.89764
51,1.89764
50.9,1.89764
50.9,1.89764
50.8,1.89864
51.2,1.89864
51,1.89864
51.2,1.89864
50.9,1.89864
51.4,1.89864
51.4,1.89764
51.1,1.89764
51.6,1.89664
51.6,1.89764
51.5,1.89664
51.6,1.89864
51.8,1.89864
51.6,1.89864
51.5,1.89964
51.7,1.89964
51.6,1.89864
51.6,1.89864
51.7,1.89864
51.6,1.89764
51.7,1.89764
51.7,1.89764
51.6,1.89764
51.7,1.89764
51.7,1.89664
52,1.89764
51.9,1.89664
52.2,1.89864
51.9,1.89764
51.6,1.89864
51.9,1.89764
52.1,1.89864
52,1.89864
52.3,1.89964
52.4,1.89864
52.2,1.89864
52.1,1.89964
52.2,1.89864
52.8,1.89864
52.5,1.89864
52.6,1.89864
52.7,1.89864
52.3,1.89964
52.1,1.89864
52.6,1.89864
52.7,1.89964
52.7,1.89864
52.7,1.89864
52.8,1.89964
52.7,1.89864
53.1,1.89964
53.2,1.89864
52.8,1.89864
52.9,1.89864
53.3,1.89964
53.2,1.89864
53.4,1.89964
53.1,1.89964
52.7,1.89864
53.1,1.89964
53.4,1.89964
53.3,1.89864
53.5,1.89964
53.3,1.89864
53,1.89864
52.8,1.89864
53,1.89964
52.8,1.89964
53.1,1.89964
52.9,1.89864
52.7,1.89864
52.8,1.89964
53.1,1.89964
52.9,1.89864
53,1.89864
53.6,1.89864
54,1.89964
53.6,1.90064
53.3,1.92464
53.3,1.96764
53.6,1.99564
53.5,1.99964
53.5,1.99364
53.9,1.98664
54.1,1.97964
54.2,1.97464
54.3,1.97364
54.3,1.97364
54.4,1.97564
54.5,1.97464
53.6,1.97364
53.9,1.97364
54.3,1.97364
54.1,1.97364
54.4,1.97364
54.8,1.97364
54.5,1.97364
54.2,1.97364
53.8,1.97364
54.1,1.97364
54.5,1.97364
54.5,1.97364
54.4,1.97364
54.9,1.97364
54.8,1.97364
55.1,1.97364
54.9,1.97364
54.8,1.97364
55.3,1.97364
55.1,1.97464
55.2,1.97364
54.9,1.97264
55,1.97364
54.9,1.97264
55,1.97264
55.2,1.97264
54.9,1.97264
55,1.97164
55.1,1.97364
55.5,1.97264
55.5,1.97264
55.4,1.97264
55.3,1.97264
55,1.97264
55.2,1.97364
55.6,1.97364
55.3,1.97364
55.2,1.97364
55.7,1.97364
55.9,1.97464
55.7,1.97464
55.8,1.97464
55.4,1.97464
55.5,1.97464
55.1,1.97364
55.2,1.97464
55.4,1.97464
55.5,1.97364
55.7,1.97364
55.6,1.97364
55.6,1.97464
55.4,1.97364
55.5,1.97364
55.6,1.97264
55.7,1.97364
56.1,1.97364
56.1,1.97464
55.6,1.97364
55.5,1.97364
56,1.97464
56.2,1.97464
56.2,1.97464
56.2,1.97464
56.3,1.97464
56.7,1.97464
56.3,1.97464
56.3,1.97464
56.1,1.97364
56.3,1.97364
56.5,1.97364
56.4,1.97364
56.7,1.97364
56.4,1.97364
56.5,1.97364
56.8,1.97264
56.6,1.97264
56.2,1.97264
56.2,1.97164
56.4,1.97164
56.7,1.97164
56.5,1.97164
56.1,1.97264
56.5,1.97264
56.6,1.97364
56.8,1.97364
56.8,1.97364
56.7,1.97264
56.8,1.97264
56.8,1.97264
56.6,1.97364
56.8,1.97464
57.1,1.97464
57.4,1.97564
57.4,1.97464
57.4,1.97464
57.3,1.97464
57.3,1.97464
57.8,1.97464
57.4,1.97364
57.3,1.97264
57.4,1.97264
57.3,1.97364
57.8,1.97364
58,1.97264
57.9,1.97364
57.6,1.97364
57.4,1.97464
57.3,1.97364
57.8,1.97464
57.7,1.97464
58,1.97264
57.6,1.97264
57.5,1.97264
57.7,1.97364
57.9,1.97364
57.9,1.97364
58,1.97364
57.9,1.97364
57.9,1.97364
58.4,1.97364
58,1.97464
57.9,1.97364
57.9,1.97464
57.9,1.97464
58,1.97364
58,1.97264
58.2,1.97264
58.1,1.97264
58.2,1.97264
58.6,1.97264
59,1.97364
58.7,1.97364
58.5,1.97364
58.8,1.97464
58.9,1.97364
58.9,1.97464
58.8,1.97364
59,1.97364
59,1.97464
58.9,1.98164
58.6,2.01664
59.1,2.05564
59.1,2.07364
58.8,2.07264
58.8,2.06364
59,2.05664
59,2.05064
59.2,2.04864
58.9,2.04964
59.2,2.05064
59.5,2.05164
58.9,2.05064
59.7,2.04964
59.7,2.04864
59.5,2.04764
59.5,2.04664
59.5,2.04764
60.1,2.04764
59.5,2.04764
59.6,2.04864
59.7,2.04864
60,2.04964
59.9,2.04964
60.1,2.04964
60.1,2.05064
60.1,2.04964
60.1,2.04964
60,2.04864
60.1,2.04864
60.1,2.04864
60.3,2.04864
60.4,2.04864
60.6,2.04864
60.2,2.04964
60.3,2.04964
60.3,2.04864
60.9,2.04764
60.5,2.04964
60.8,2.04864
61.2,2.04864
61.4,2.04964
61.3,2.04964
60.8,2.04964
61.2,2.04864
61.4,2.04864
61.4,2.04764
61.4,2.04664
61.3,2.04764
61.9,2.04764
61.3,2.04864
61.8,2.04864
61.5,2.04864
61.9,2.04864
62,2.04864
62,2.04864
62.1,2.04964
62.3,2.04864
62.1,2.04864
62.1,2.04864
62.2,2.04864
62.5,2.04964
62.2,2.04964
62.4,2.04964
62.4,2.04964
62.4,2.04864
62.4,2.04964
62.6,2.04864
63,2.04864
62.8,2.04764
63.2,2.04764
63,2.04764
62.9,2.04864
63,2.04864
63.1,2.04864
63.4,2.04864
63.2,2.04864
63.1,2.04864
63.4,2.04864
63.1,2.04864
63.2,2.04864
63.9,2.04764
63.3,2.04864
63.6,2.04764
63.7,2.04764
64,2.04764
63.6,2.04764
64,2.04764
64.2,2.04864
64.2,2.04864
64.1,2.04864
64.5,2.04864
64.4,2.04864
64.3,2.04864
64.7,2.04864
64.8,2.04964
64.8,2.04964
64.7,2.04964
64.7,2.04964
64.6,2.04964
65.1,2.04964
65.1,2.05064
65.2,2.04964
65.3,2.04964
65.3,2.05064
65.3,2.04964
65.4,2.05064
65.1,2.04964
65.3,2.04964
65.8,2.04864
65.3,2.04864
65.5,2.04864
65.8,2.04764
65.8,2.04764
65.9,2.04764
66,2.04764
65.8,2.04764
66.5,2.04764
65.9,2.04664
65.9,2.04764
66.1,2.04864
65.9,2.04864
65.9,2.04864
65.8,2.04964
65.8,2.04964
66.2,2.04964
66.4,2.04864
66.5,2.04864
66.5,2.04964
67.1,2.04864
66.7,2.04864
66.7,2.04864
66.6,2.04864
67.1,2.04864
67,2.04864
67,2.04764
67.3,2.04864
67.1,2.04864
67.1,2.04964
67.4,2.04964
67.4,2.04864
67.6,2.05064
67.9,2.04964
67.9,2.04964
68,2.04964
68,2.04864
68.1,2.04864
68.2,2.04764
68.1,2.04864
68.3,2.04864
68.6,2.04964
68.7,2.05064
68.8,2.07264
68.6,2.11264
68.9,2.14064
68.9,2.14764
69.2,2.13964
69,2.13364
69.1,2.12564
69.3,2.12264
69.6,2.12264
69.6,2.12464
69.7,2.12464
70,2.12464
69.9,2.12364
70.3,2.12364
69.9,2.12264
70.3,2.12264
70.3,2.12364
70.4,2.12264
70,2.12164
70.4,2.12264
70.7,2.12264
70.4,2.12264
70.1,2.12364
70.4,2.12364
70.7,2.12264
71,2.12264
71.1,2.12264
71.1,2.12164
71,2.12264
71.5,2.12164
71.5,2.12164
71.6,2.12264
71.3,2.12264
71.6,2.12364
71.6,2.12364
71.8,2.12364
71.9,2.12364
72.1,2.12264
72.1,2.12264
72.3,2.12264
72,2.12264
72.2,2.12064
72.4,2.12164
72.5,2.12264
72.7,2.12264
72.7,2.12264
72.9,2.12264
72.7,2.12264
73.1,2.12164
73.4,2.12164
73.3,2.12164
73.6,2.12164
73.7,2.12164
73.9,2.12164
73.8,2.12164
74,2.12164
74.1,2.12264
73.9,2.12264
73.9,2.12264
74.2,2.12264
74.5,2.12264
74.5,2.12264
75,2.12364
75.2,2.12264
75,2.12264
75.2,2.12264
75.6,2.12364
75.4,2.12264
75.2,2.12264
75.6,2.12264
75.8,2.12164
75.6,2.12264
75.7,2.12264
75.9,2.12264
76.2,2.12164
76.1,2.12164
76.2,2.12264
76.5,2.12164
76.7,2.12164
76.7,2.12164
76.9,2.12164
77,2.12064
76.9,2.12064
76.7,2.12164
77,2.12064
77,2.12164
77.4,2.12064
77.5,2.12064
77.7,2.12164
77.6,2.12164
77.7,2.12264
78.3,2.12264
78.2,2.12264
77.8,2.12164
77.8,2.12264
78.6,2.12264
78.5,2.12264
78.5,2.12164
79,2.12264
78.7,2.12164
78.9,2.12264
79,2.12164
78.7,2.12164
79.1,2.12164
79,2.12264
79,2.12164
79.2,2.12164
79.7,2.12164
79.8,2.12064
79.8,2.12164
79.7,2.12264
80,2.12164
80.6,2.12064
80.6,2.12164
80.7,2.12064
81.1,2.12164
81.1,2.12264
81.4,2.12164
81.3,2.12164
81.6,2.12264
81.8,2.12164
81.8,2.12164
81.8,2.12064
81.9,2.12264
82.2,2.12064
82.2,2.12164
82.5,2.12064
82.6,2.12064
83.1,2.12064
83,2.12064
83,2.11864
83.3,2.11964
83.5,2.12064
83.8,2.12064
83.8,2.12064
83.9,2.12064
83.6,2.12064
83.9,2.12164
84,2.12064
84.1,2.11964
84.3,2.12064
84.2,2.11964
84.5,2.11964
84.9,2.12064
84.8,2.11964
85.2,2.12164
85.1,2.11964
85.7,2.11964
85.7,2.11964
85.8,2.11964
86,2.12064
86.3,2.12964
86.7,2.16264
86.6,2.19564
87.1,2.21164
87.3,2.21064
86.9,2.20164
87.2,2.19364
87.9,2.19164
88.2,2.19264
88.2,2.19364
88.2,2.19464
88.8,2.19464
89.3,2.19464
89.3,2.19264
89.5,2.19264
90.3,2.19164
90,2.19164
90.7,2.19164
91.1,2.19064
90.9,2.19064
91.4,2.19064
91.1,2.19064
91.6,2.19064
91.6,2.19064
92.3,2.19064
92.5,2.19064
92.6,2.19064
93.3,2.19064
94.3,2.19064
94.6,2.19064
94.9,2.19064
95.4,2.18864
95.2,2.18964
95.1,2.18964
95.6,2.18964
96.1,2.18764
97.2,2.18864
96.2,2.18864
96.6,2.18864
96.2,2.18864
97,2.18864
97.3,2.18864
97.4,2.18864
98.1,2.18864
97.9,2.18764
97.8,2.18764
98.6,2.18664
99.3,2.18664
99.6,2.18664
99.6,2.18764
100.1,2.18664
100.2,2.18764
100.3,2.18664
100.8,2.18664
102,2.18664
101.9,2.18664
102.5,2.18464
102.8,2.18464
103.7,2.18464
103.6,2.18464
104.4,2.18464
105.1,2.18364
105.3,2.18364
105.4,2.18464
105.4,2.18364
106.1,2.18364
106.4,2.18364
106.3,2.18264
107.4,2.18364
107.7,2.18364
107.8,2.18264
108.7,2.18264
109.2,2.18264
109.1,2.18264
109.3,2.18264
110,2.18264
109.9,2.18164
110.3,2.18164
110.5,2.18064
111,2.18064
111.5,2.18164
111.7,2.18064
112,2.18064
112.7,2.17964
112.5,2.18064
112.3,2.17964
113.1,2.17964
113.5,2.17864
114.4,2.17964
114.4,2.17864
114.9,2.17864
115.3,2.17864
115.5,2.17764
115.7,2.17764
116.9,2.17664
117.1,2.17664
117,2.17564
117.6,2.17564
117.5,2.17564
117.7,2.17564
117.9,2.17464
118.3,2.17564
119,2.17464
119.7,2.17464
119.3,2.17364
119.5,2.17464
120.1,2.17364
120.7,2.17364
121.1,2.17464
121.4,2.17364
121.6,2.17264
122.1,2.17264
122.5,2.17264
123.3,2.17264
123.7,2.17264
124,2.17264
124.1,2.17164
124.3,2.17164
125.3,2.17064
125.6,2.17164
126.1,2.17064
126.8,2.17164
126.4,2.16964
127,2.17064
127,2.17064
127.6,2.16964
127.8,2.17064
128.3,2.16964
129,2.16864
129.8,2.16964
129.8,2.16964
129.7,2.16864
129.9,2.16764
130.2,2.16764
130.6,2.16764
131.2,2.16764
131.7,2.16764
131.8,2.16764
132.3,2.16664
132.7,2.16764
132.6,2.16664
132.7,2.16764
133.3,2.16664
133.8,2.16664
134.8,2.16664
135.2,2.16664
135.1,2.16564
135,2.16564
135.7,2.16464
136.2,2.16464
136.1,2.16564
137,2.16564
137.9,2.17664
138.2,2.19564
138.5,2.21264
138.6,2.22164
139.5,2.22364
140.1,2.22164
140.7,2.22064
141.1,2.22064
141.8,2.21964
142.1,2.22064
142.1,2.22164
143.1,2.22164
143.5,2.22064
144.1,2.22064
145.3,2.22064
146.1,2.22064
146.6,2.21964
146.9,2.21964
147,2.22064
147.5,2.21964
147.9,2.22064
148.7,2.22064
149.9,2.21964
150,2.22064
150.5,2.21964
151,2.22064
151.1,2.21964
152.4,2.22064
153.4,2.21964
153.7,2.22064
154.4,2.21964
154.8,2.21964
155.6,2.21964
156.2,2.21964
156.6,2.21964
156.7,2.21964
156.9,2.22064
158,2.21964
158.6,2.21964
159.4,2.21964
160,2.21864
160.2,2.21964
160.8,2.22064
160.6,2.21964
160.6,2.21964
160.7,2.21964
161.4,2.21964
161.7,2.21964
162,2.21964
162.9,2.22064
163.7,2.21964
164.1,2.21964
164.8,2.21964
165.4,2.21964
165.7,2.21964
166.4,2.21964
166.2,2.21964
166.8,2.21964
167.6,2.21964
168,2.21964
168.2,2.21964
168.5,2.21964
168.8,2.21964
169.3,2.21964
169.9,2.21964
169.9,2.21964
170.3,2.21864
170.4,2.21964
170.5,2.21964
170.6,2.21964
170.9,2.21964
171.4,2.21864
172,2.21864
172.4,2.21964
172.7,2.21964
173.1,2.21864
173.8,2.21864
173.9,2.21864
174.2,2.21764
